@relation 'anger_test-weka.filters.unsupervised.attribute.Remove-R1,3-weka.filters.AllFilter-weka.filters.unsupervised.attribute.TweetToLexiconFeatureVector-F-D-R-A-T-L-N-P-J-H-Q-red-stan-stemmerweka.core.stemmers.NullStemmer-stopwords-handlerweka.core.stopwords.Null-I1-U-tokenizerweka.core.tokenizers.TweetNLPTokenizer-weka.filters.unsupervised.attribute.TweetToSentiStrengthFeatureVector-L/home/prachuryya/wekafiles/packages/AffectiveTweets/lexicons/SentiStrength/english-red-stan-stemmerweka.core.stemmers.NullStemmer-stopwords-handlerweka.core.stopwords.Null-I1-U-tokenizerweka.core.tokenizers.TweetNLPTokenizer-weka.filters.MultiFilter-Fweka.filters.AllFilter-Fweka.filters.unsupervised.attribute.TweetToLexiconFeatureVector -F -D -R -A -T -L -N -P -J -H -Q -red -stan -stemmer weka.core.stemmers.NullStemmer -stopwords-handler \"weka.core.stopwords.Null \" -I 1 -U -tokenizer \"weka.core.tokenizers.TweetNLPTokenizer \"-Fweka.filters.unsupervised.attribute.TweetToSentiStrengthFeatureVector -L /home/prachuryya/wekafiles/packages/AffectiveTweets/lexicons/SentiStrength/english -red -stan -stemmer weka.core.stemmers.NullStemmer -stopwords-handler \"weka.core.stopwords.Null \" -I 1 -U -tokenizer \"weka.core.tokenizers.TweetNLPTokenizer \"-weka.filters.unsupervised.attribute.Remove-R1_predicted'

@attribute predictedscore numeric
@attribute score numeric
@attribute mpqa-posCount numeric
@attribute mpqa-negCount numeric
@attribute BingLiu-posCount numeric
@attribute BingLiu-negCount numeric
@attribute AFINN-posScore numeric
@attribute AFINN-negScore numeric
@attribute S140-posScore numeric
@attribute S140-negScore numeric
@attribute NRC-Hash-Sent-posScore numeric
@attribute NRC-Hash-Sent-negScore numeric
@attribute NRC-10-anger numeric
@attribute NRC-10-anticipation numeric
@attribute NRC-10-disgust numeric
@attribute NRC-10-fear numeric
@attribute NRC-10-joy numeric
@attribute NRC-10-sadness numeric
@attribute NRC-10-surprise numeric
@attribute NRC-10-trust numeric
@attribute NRC-10-negative numeric
@attribute NRC-10-positive numeric
@attribute NRC-10-Expanded-anger numeric
@attribute NRC-10-Expanded-anticipation numeric
@attribute NRC-10-Expanded-disgust numeric
@attribute NRC-10-Expanded-fear numeric
@attribute NRC-10-Expanded-joy numeric
@attribute NRC-10-Expanded-sadness numeric
@attribute NRC-10-Expanded-surprise numeric
@attribute NRC-10-Expanded-trust numeric
@attribute NRC-10-Expanded-negative numeric
@attribute NRC-10-Expanded-positive numeric
@attribute NRC-Hash-Emo-anger numeric
@attribute NRC-Hash-Emo-anticipation numeric
@attribute NRC-Hash-Emo-disgust numeric
@attribute NRC-Hash-Emo-fear numeric
@attribute NRC-Hash-Emo-joy numeric
@attribute NRC-Hash-Emo-sadness numeric
@attribute NRC-Hash-Emo-surprise numeric
@attribute NRC-Hash-Emo-trust numeric
@attribute SentiWordnet-posScore numeric
@attribute SentiWordnet-negScore numeric
@attribute Emoticons-posScore numeric
@attribute Emoticons-negScore numeric
@attribute Negation-negationCount numeric
@attribute SentiStrength-posScore numeric
@attribute SentiStrength-negScore numeric
@attribute anger_cnn numeric
@attribute fear_cnn numeric
@attribute joy_cnn numeric
@attribute sadness_cnn numeric

@data
0.541223,0.258,1,0,1,0,0,0,4.702,-0.588,9.384,-0.875,0,0,0,0,0,0,0,0,0,1,0.87822,0.783638,1.054968,0.931848,0.776653,0.353775,0.296804,1.11253,3.274745,2.655597,0.149943,1.745126,0.794268,0.236477,1.393255,0.356841,0.087375,0.9647,0.0625,-0.229167,0,0,0,3,-1,0.387561,0.356584,0.536573,0.39085
0.615377,0.688,3,0,3,0,9,0,4.966,-2.412,7.123,-2.507,0,2,0,0,4,0,1,3,0,4,0.938215,0.445488,1.260915,1.241198,0.432655,0.732419,0.324476,0.601934,4.38416,1.32754,0.24881,1.332508,0.421792,0.293726,4.532295,1.946374,1.221321,0,1.855655,-0.375,0,0,0,3,-1,0.380276,0.314596,0.586231,0.47428
0.703162,0.712,0,0,0,0,0,0,2.228,0,2.463,0,0,0,0,0,0,0,0,0,0,0,0.161016,0.785884,0.036056,0.115751,0.755542,0.091043,0.229383,0.260815,0.356195,0.930136,0,0.461324,0,0.598657,2.16197,0,0.114211,0,0.041667,-0.0625,0,0,0,2,-1,0.315614,0.351875,0.726636,0.355388
0.498623,0.333,0,0,0,0,0,0,0.233,0,0.963,0,0,0,0,0,0,0,0,0,0,0,0.129071,0.497529,0.020982,0.098085,0.111994,0.039241,0.100094,0.180191,0.250913,0.346964,0,0.461324,0,0.598657,0,0,0.114211,0,0.041667,-0.0625,0,0,0,1,-1,0.314371,0.358845,0.525064,0.431072
0.439949,0.833,3,1,2,0,5,-1,4.339,-2.096,1.251,-2.049,0,0,0,0,1,0,0,0,0,1,0.637193,0.95436,0.529428,0.534997,1.306999,0.291064,0.470575,1.274314,2.183061,2.728392,0.488799,0.408056,0.356422,0.209406,2.493685,0,0.110408,0.166457,0.801763,-0.875947,0,0,0,2,-1,0.61134,0.25961,0.38506,0.615406
0.579812,0.396,2,4,1,3,5,-4,4.794,-2.582,5.361,-1.697,0,1,0,2,2,0,1,2,2,2,1.43364,0.884855,1.18445,1.451014,0.82413,0.850243,0.766034,1.198304,5.681081,2.394682,0.191374,1.432019,0.702945,1.09859,1.071467,0.959851,1.230558,0.423232,2.25493,-0.438988,0,0,0,2,-1,0.477306,0.224664,0.539608,0.422948
0.627853,0.521,1,1,1,0,1,0,1.973,-0.617,4.277,-1.025,0,0,0,0,0,0,0,0,0,0,0.556209,0.888799,0.563671,0.53578,0.681546,0.252956,0.337337,0.751232,1.915594,1.799164,0.335653,1.871374,0,0,0.693194,0,0.439921,0,0.570915,0,0,0,0,1,-1,0.455607,0.315713,0.720154,0.436823
0.683429,0.88,4,0,3,0,10,0,5.791,-1.33,4.995,-0.89,0,2,1,0,3,0,1,2,1,4,0.620051,0.648105,0.815119,0.622632,0.501893,0.362541,0.323794,0.451956,2.57577,1.37511,0,0.214607,0.088092,0.142173,5.640548,0.148301,0.908924,1.618441,1.334524,-0.166667,0,0,0,3,-1,0.436558,0.404638,0.642086,0.363446
0.461383,0.52,1,0,1,0,4,0,2.216,-0.338,3.9,-1.459,0,2,0,2,0,0,0,0,0,0,0.397371,0.571024,0.257709,0.316182,1.075507,0.169793,0.468987,0.716349,1.395236,1.825322,0.349995,0.830352,0.163277,0.209638,0.581922,0.115129,1.859018,0,0.880552,-0.166667,0,0,0,3,-1,0.310742,0.312428,0.390512,0.420717
0.553573,0.25,4,2,1,1,3,-2,3.753,-5.282,3.163,-4.476,1,2,0,0,2,1,2,2,2,3,1.368604,0.937993,1.10699,1.21546,0.81541,0.772106,0.55615,1.274486,6.066138,2.508194,0.924672,0.169779,1.51925,0.689494,2.433985,2.319851,1.344965,0.615618,2.149107,-1.90625,0,0,0,2,-4,0.516987,0.44472,0.67856,0.381837
0.445218,0.846,0,1,0,2,0,-9,5.008,-6.149,1.923,-3.207,0,1,0,0,1,1,1,0,1,1,2.174547,0.851876,1.67519,1.60394,0.62762,1.177832,0.626733,0.845005,5.38652,1.62198,2.432521,0.005811,1.165844,0.444916,1.81051,1.330112,0.214612,0,0.416667,-1.113988,0,0,0,2,-5,0.587134,0.676373,0.643441,0.411104
0.663518,0.729,2,0,1,0,3,0,2.595,-1.335,2.854,-0.63,0,2,0,0,1,0,0,1,0,1,0.520029,0.860523,0.278801,0.42479,0.93551,0.239754,0.565797,0.798916,1.873661,2.04896,0.094039,0.808875,0.099227,1.093137,2.178342,0.771595,0,0.166457,1.391667,-0.166667,0,0,0,2,-1,0.264419,0.436846,0.698457,0.43461
0.495501,0.36,3,0,2,0,4,0,3.063,-1.518,2.549,-2.297,0,1,0,0,2,0,1,1,0,2,0.556446,0.555919,0.797403,0.641407,0.418108,0.248084,0.222385,0.694823,2.449625,1.696982,0.094039,0.583024,0.262492,0.935041,1.384794,0.544792,0.181846,3.745632,0.577431,0,0,0,0,1,-1,0.485915,0.575349,0.595777,0.604178
0.700377,0.854,1,0,1,0,3,0,1.672,-0.062,3.25,-0.364,0,0,0,0,1,0,0,0,0,1,0.190467,0.178501,0.269837,0.270584,0.126019,0.128544,0.108031,0.217153,1.047837,0.687276,0,0.281553,0,0.053112,3.849606,0.148301,0.422987,0.359997,0.667857,-0.041667,0,0,0,3,-1,0.384162,0.322926,0.71514,0.480431
0.588377,0.64,1,0,1,0,3,0,1.672,-0.062,3.25,-0.364,0,0,0,0,1,0,0,0,0,1,0.190467,0.178501,0.269837,0.270584,0.126019,0.128544,0.108031,0.217153,1.047837,0.687276,0,0.281553,0,0.053112,1.681322,0.148301,0.422987,0.359997,0.667857,-0.041667,0,0,0,3,-1,0.316926,0.311667,0.559317,0.602783
0.57748,0.604,1,0,1,0,4,0,5.576,-0.372,0.027,-0.323,0,0,0,0,0,0,0,0,0,0,0.537007,0.496367,0.249933,0.332122,0.55466,0.088514,0.475208,0.539891,1.362304,1.353348,0.034676,0.163486,0.154066,0,0,0,0.304962,0.312855,0.4375,0,0,0,0,1,-1,0.272743,0.277877,0.621263,0.409727
0.41316,0.292,1,2,1,2,4,-5,2.504,-6.064,1.248,-4.126,0,1,0,0,1,0,1,1,0,1,1.361647,0.492944,1.117983,1.6429,0.265699,2.43784,0.400324,0.529723,3.86942,0.975999,0.610481,0.016633,0.201264,0.043607,2.052452,2.210296,0.00592,0.456847,1.009524,-1.710449,0,0,0,1,-4,0.467705,0.483546,0.580091,0.450667
0.402752,0.354,0,0,1,0,3,0,2.517,-3.334,2.239,-4.953,0,0,0,0,0,0,0,0,0,0,1.077549,0.728906,0.696624,0.810444,0.607148,0.59656,0.368792,1.322463,3.945583,2.736907,0.59658,0.608779,0.192803,1.103961,0.554644,0.235298,1.932592,0,0,-0.59375,0,0,1,2,-1,0.442875,0.397557,0.428587,0.47343
0.461769,0.354,0,0,1,0,3,0,2.517,-3.334,7.239,-4.953,0,0,0,0,0,0,0,0,0,0,1.077549,0.728906,0.696624,0.810444,0.607148,0.59656,0.368792,1.322463,3.945583,2.736907,0.59658,0.608779,0.192803,1.103961,2.152383,0.235298,1.932592,0,0,-0.59375,0,0,1,2,-1,0.419005,0.339093,0.526368,0.424718
0.39166,0.32,0,0,0,0,0,0,3.251,-1.935,6.069,-4.987,0,0,0,0,0,0,0,0,2,0,0.821461,0.752226,0.89479,0.819874,0.541818,0.450485,0.431526,0.929084,3.619926,1.8896,0.277498,0.578182,1.406012,1.325901,1.848986,0.189576,1.304325,0.09642,0.441667,-0.980114,0,0,0,1,-1,0.460097,0.3722,0.390104,0.421645
0.337166,0.2,2,1,2,1,1,0,4.028,-3.533,4.9,-3.554,0,0,0,0,0,1,0,0,1,0,0.715122,0.861165,0.525866,0.826825,0.617264,0.867591,0.298839,1.017409,3.030492,2.03932,0.118232,1.343422,1.317473,0.958641,0.91444,1.760087,1.683593,0.856924,0.806088,-0.520833,0,0,0,2,-3,0.572377,0.57445,0.417032,0.485896
0.531543,0.66,1,0,1,0,2,0,3.307,-1.287,1.226,-2.28,0,0,0,0,1,0,0,0,0,1,0.512763,0.429814,0.510614,0.476722,0.408377,0.30862,0.315731,0.68153,2.116844,1.276092,0.290802,0,0.275016,0.156123,1.522457,0,0.209371,0.203223,0.274107,-0.403274,0,0,0,3,-1,0.321522,0.376523,0.508703,0.471783
0.644618,0.833,0,0,0,0,0,0,0.266,-0.686,0.463,-0.409,0,0,0,0,0,0,0,0,0,0,0.153276,0.133418,0.142337,0.175277,0.107762,0.104995,0.111296,0.239987,0.624136,0.423029,0.313589,0.38118,0.054813,0,0,0,0.811099,0.207212,0,-0.041667,0,0,0,3,-1,0.447639,0.318142,0.686634,0.420649
0.45174,0.625,0,0,0,0,0,0,0.266,-0.686,0,-0.409,0,0,0,0,0,0,0,0,0,0,0.153276,0.133418,0.142337,0.175277,0.107762,0.104995,0.111296,0.239987,0.624136,0.423029,0.313589,0,0.054813,0,0,0,0.128995,0.207212,0,-0.041667,0,0,0,1,-1,0.360703,0.366687,0.488331,0.431735
0.310464,0.292,0,1,0,1,2,-3,3.724,-5.612,1.948,-6.423,1,1,0,1,0,1,0,0,1,0,1.260818,0.972114,1.06222,1.130103,0.581984,0.726071,0.583175,1.008862,5.123975,1.757506,0.882619,2.224744,1.686417,1.595796,0.338081,1.418236,0.628904,0.464544,1.081548,-0.043155,0,0,0,2,-2,0.397205,0.375265,0.300341,0.476757
0.363586,0.614,1,0,1,0,2,0,1.576,-0.358,2.906,-0.497,0,0,0,0,0,0,0,0,0,0,0.099161,0.20698,0.048492,0.062356,0.301984,0.056153,0.074393,0.46701,0.251805,1.119603,0,0.784194,0.307652,0.384285,0,0,0.133283,0,0.528274,0,0,0,0,2,-1,0.41027,0.352388,0.316546,0.376997
0.602925,0.562,2,0,1,0,4,0,4.01,-2.169,6.637,-3.359,0,0,0,0,1,0,0,1,0,1,0.944291,1.2348,0.617082,0.918097,1.240608,0.411782,0.592796,0.938826,3.929565,3.125318,0.517068,0.109064,0.179039,0.46048,4.076859,1.331869,0.760038,0,1.587418,-0.575801,0,0,0,3,-1,0.368604,0.423743,0.536158,0.497044
0.37946,0.438,2,1,1,1,0,0,3.259,-2.984,4.169,-0.994,2,0,0,1,1,0,0,0,1,2,0.576299,0.526202,0.320244,0.480241,0.52601,0.246187,0.25338,0.793409,2.336673,2.298026,0.242562,0.553316,0,0.106224,0.244388,0,0.611461,0,0.212242,-0.0625,0,0,0,1,-3,0.421809,0.421028,0.37876,0.459573
0.516645,0.875,2,0,2,1,5,0,2.072,-2.467,8.06,-3.624,0,0,0,0,1,0,2,0,1,1,0.845454,0.575372,1.062242,0.987785,0.344825,0.549452,0.38296,0.627333,4.011763,1.390565,2.036756,0.061206,0.739049,0.053112,3.392446,1.429171,0.592749,0.331603,2.378778,-0.1875,0,0,0,3,-2,0.380733,0.346228,0.534582,0.529519
0.411019,0.438,2,0,1,0,6,-1,6.347,-3.823,7.059,-3.754,0,0,0,0,1,0,0,0,0,1,1.625262,1.258035,1.26784,1.144478,1.45231,0.780273,0.836258,1.750484,5.752104,4.326973,0.625038,0.141443,2.022581,0.999525,2.175648,0.306788,2.994669,0,0.385417,-0.567708,0,0,1,2,-2,0.386879,0.332035,0.406634,0.450114
0.738866,0.773,0,0,0,0,0,0,1.746,-0.909,2.342,-0.85,0,1,0,0,0,0,0,0,1,0,0.477473,0.588547,0.364227,0.635877,0.635607,0.426163,0.465095,0.658833,1.541055,1.584506,0.40519,1.360944,0.088796,0.808193,1.769376,0,0,0.62557,0.086458,-0.145833,0,0,1,2,-1,0.360038,0.19379,0.847254,0.399893
0.603154,0.669,0,0,0,0,0,0,1.746,-0.909,2.342,-0.85,0,1,0,0,0,0,0,0,1,0,0.477473,0.588547,0.364227,0.635877,0.635607,0.426163,0.465095,0.658833,1.541055,1.584506,0.40519,1.360944,0.088796,0.808193,0,0,0,0.62557,0.086458,-0.145833,0,0,1,1,-1,0.395056,0.236207,0.696921,0.431298
0.36355,0.312,1,0,1,1,3,-2,4.822,-2.649,2.57,-3.005,0,2,0,1,2,0,1,2,0,2,1.041248,0.611767,1.076312,0.992908,0.680257,0.740354,0.476282,1.132402,3.903709,2.092832,0.271417,0.403416,0.540719,0.670282,0.583553,0.374102,1.094796,1.287548,0.507061,0,0,0,0,1,-2,0.42174,0.342092,0.411256,0.417826
0.728513,0.938,3,1,2,0,5,0,3.213,-4.65,6.222,-2.957,0,1,0,0,1,0,1,0,0,1,0.952678,1.341604,0.752152,0.945705,1.286661,0.571456,0.636382,1.165693,4.217429,2.93522,1.029145,0,0.546113,0.442233,5.960713,0.945673,1.202367,0.149216,5.025845,-0.929419,0,0,0,2,-1,0.419642,0.401479,0.805569,0.398906
0.599416,0.708,3,1,2,0,5,0,1.218,-4.65,4.722,-2.957,0,1,0,0,1,0,1,0,0,1,0.920733,1.053249,0.737078,0.92804,0.643113,0.519654,0.507093,1.085068,4.112147,2.352047,1.029145,0,0.546113,0.442233,3.798743,0.945673,1.202367,0.149216,5.025845,-0.929419,0,0,0,2,-1,0.365313,0.452368,0.672584,0.479055
0.669907,0.667,1,1,2,0,4,-2,3.313,-2.469,2.422,-4.114,0,0,0,0,2,1,0,0,1,2,0.199997,0.454077,0.204954,0.18681,0.508745,0.091343,0.197253,0.161855,0.860714,0.901934,0,0,0.223413,0.805898,2.920218,1.777473,1.28272,1.278799,1.360417,-0.416667,0,0,0,3,-4,0.3308,0.396347,0.762835,0.469523
0.523626,0.635,1,1,2,0,4,-2,3.313,-2.469,2.422,-4.114,0,0,0,0,2,1,0,0,1,2,0.199997,0.454077,0.204954,0.18681,0.508745,0.091343,0.197253,0.161855,0.860714,0.901934,0,0,0.223413,0.805898,1.150841,1.777473,1.28272,1.278799,1.360417,-0.416667,0,0,0,3,-4,0.34267,0.478519,0.548777,0.533628
0.364244,0.438,2,1,2,1,3,-2,2.988,-1.596,3.539,-2.828,0,1,0,0,2,0,1,1,0,2,0.691154,0.663042,0.470334,0.516704,0.321068,0.250337,0.315804,0.527294,2.934468,1.290254,0.963773,0.856642,0.290751,0.171736,1.308083,1.041927,1.024632,0.347322,1.262202,-0.171875,0,0,0,3,-1,0.364671,0.462101,0.297407,0.449488
0.431433,0.442,0,0,0,0,1,0,0.793,-0.407,0.473,-0.859,0,1,0,1,2,0,0,1,0,2,0.100922,0.112402,0.192322,0.085105,0.082378,0.048663,0.102456,0.053487,0.544688,0.196895,0.373863,0.893743,1.441912,0,0.51661,0,0.102553,0.68451,0.03125,0,0,0,0,1,-1,0.333248,0.427314,0.478544,0.381468
0.276006,0.5,3,0,3,0,8,0,3.833,-3.603,3.655,-3.044,0,1,0,0,2,0,0,1,0,2,1.340021,1.041154,1.025808,1.18346,0.717686,0.588739,0.642492,1.168158,3.779596,2.07793,1.052121,1.426155,1.678638,0.808501,3.483412,0.66252,0.086678,0.506806,1.355258,-0.175694,0,0,0,2,-1,0.487879,0.466524,0.21149,0.45755
0.508298,0.66,2,0,2,0,3,0,1.677,-0.584,3.661,0,0,2,0,0,2,0,1,1,0,2,0.159852,0.087826,0.107741,0.110169,0.077263,0.07517,0.06266,0.201752,0.598146,0.263103,0.132785,0,0.231596,0.07837,1.7747,0.351862,0.253723,0.436604,0.410417,0,0,0,0,3,-1,0.412325,0.360683,0.516995,0.544661
0.682706,0.9,3,0,1,0,5,0,5.736,-1.54,7.032,-3.665,0,0,0,0,1,0,1,1,0,1,1.009243,1.24496,0.441242,0.787459,1.437876,0.535776,0.681268,0.941007,3.083766,2.619342,1.493625,0,0.810417,0.276091,7.211652,0.118897,0.042191,0.492136,1.761071,-0.875947,0,0,0,3,-1,0.330987,0.265959,0.677949,0.243823
0.594161,0.792,3,0,1,0,5,0,3.741,-1.54,5.532,-3.665,0,0,0,0,1,0,1,1,0,1,0.977297,0.956605,0.426168,0.769794,0.794328,0.483974,0.551978,0.860382,2.978484,2.03617,1.493625,0,0.810417,0.276091,2.986759,0.118897,0.042191,0.492136,1.761071,-0.875947,0,0,0,3,-1,0.343355,0.274661,0.619062,0.242673
0.773286,0.827,0,0,0,0,3,0,4.609,-1.317,3.098,-2.152,0,0,0,0,0,0,0,0,0,0,0.394084,1.117883,0.364204,0.309763,1.699573,0.218977,0.529642,1.191556,1.526872,2.753636,0.199906,0.38118,0.167803,0.300035,1.871068,0.287744,1.635707,0.838199,0.083333,0,0,0,0,3,-4,0.535694,0.402173,0.811838,0.377085
0.67858,0.78,0,0,0,0,3,0,4.609,-1.317,2.635,-2.152,0,0,0,0,0,0,0,0,0,0,0.394084,1.117883,0.364204,0.309763,1.699573,0.218977,0.529642,1.191556,1.526872,2.753636,0.199906,0,0.167803,0.300035,1.871068,0.287744,0.953603,0.838199,0.083333,0,0,0,0,2,-4,0.510409,0.358649,0.715213,0.347492
0.530155,0.62,4,0,3,0,7,0,2.69,-5.228,4.088,-2.852,0,1,0,0,2,0,1,0,0,2,0.9615,0.713203,0.885407,0.852619,0.672655,0.508518,0.575124,0.930211,4.504055,2.466926,0.322446,0.401844,0.054813,0.053112,1.78648,1.041927,1.031936,0,2.917149,-0.330208,0,0,0,3,-1,0.527936,0.605135,0.530853,0.477738
0.596641,0.292,1,0,1,0,3,0,3.28,-3.946,6.547,-2.371,0,0,0,0,2,1,0,1,0,2,0.942251,0.984939,0.802084,0.892673,0.878377,0.506749,0.345527,0.891067,3.430537,1.925648,1.226108,0.064818,0.414908,0.425407,4.593187,0.146363,1.495309,0.420329,0.876705,-0.429167,0,0,0,3,-1,0.493106,0.460702,0.605837,0.589955
