@relation 'anger_test-weka.filters.unsupervised.attribute.Remove-R1,3-weka.filters.AllFilter-weka.filters.unsupervised.attribute.TweetToLexiconFeatureVector-F-D-R-A-T-L-N-P-J-H-Q-red-stan-stemmerweka.core.stemmers.NullStemmer-stopwords-handlerweka.core.stopwords.Null-I1-U-tokenizerweka.core.tokenizers.TweetNLPTokenizer-weka.filters.unsupervised.attribute.TweetToSentiStrengthFeatureVector-L/home/prachuryya/wekafiles/packages/AffectiveTweets/lexicons/SentiStrength/english-red-stan-stemmerweka.core.stemmers.NullStemmer-stopwords-handlerweka.core.stopwords.Null-I1-U-tokenizerweka.core.tokenizers.TweetNLPTokenizer-weka.filters.MultiFilter-Fweka.filters.AllFilter-Fweka.filters.unsupervised.attribute.TweetToLexiconFeatureVector -F -D -R -A -T -L -N -P -J -H -Q -red -stan -stemmer weka.core.stemmers.NullStemmer -stopwords-handler \"weka.core.stopwords.Null \" -I 1 -U -tokenizer \"weka.core.tokenizers.TweetNLPTokenizer \"-Fweka.filters.unsupervised.attribute.TweetToSentiStrengthFeatureVector -L /home/prachuryya/wekafiles/packages/AffectiveTweets/lexicons/SentiStrength/english -red -stan -stemmer weka.core.stemmers.NullStemmer -stopwords-handler \"weka.core.stopwords.Null \" -I 1 -U -tokenizer \"weka.core.tokenizers.TweetNLPTokenizer \"-weka.filters.unsupervised.attribute.Remove-R1_predicted'

@attribute predictedscore numeric
@attribute score numeric
@attribute mpqa-posCount numeric
@attribute mpqa-negCount numeric
@attribute BingLiu-posCount numeric
@attribute BingLiu-negCount numeric
@attribute AFINN-posScore numeric
@attribute AFINN-negScore numeric
@attribute S140-posScore numeric
@attribute S140-negScore numeric
@attribute NRC-Hash-Sent-posScore numeric
@attribute NRC-Hash-Sent-negScore numeric
@attribute NRC-10-anger numeric
@attribute NRC-10-anticipation numeric
@attribute NRC-10-disgust numeric
@attribute NRC-10-fear numeric
@attribute NRC-10-joy numeric
@attribute NRC-10-sadness numeric
@attribute NRC-10-surprise numeric
@attribute NRC-10-trust numeric
@attribute NRC-10-negative numeric
@attribute NRC-10-positive numeric
@attribute NRC-10-Expanded-anger numeric
@attribute NRC-10-Expanded-anticipation numeric
@attribute NRC-10-Expanded-disgust numeric
@attribute NRC-10-Expanded-fear numeric
@attribute NRC-10-Expanded-joy numeric
@attribute NRC-10-Expanded-sadness numeric
@attribute NRC-10-Expanded-surprise numeric
@attribute NRC-10-Expanded-trust numeric
@attribute NRC-10-Expanded-negative numeric
@attribute NRC-10-Expanded-positive numeric
@attribute NRC-Hash-Emo-anger numeric
@attribute NRC-Hash-Emo-anticipation numeric
@attribute NRC-Hash-Emo-disgust numeric
@attribute NRC-Hash-Emo-fear numeric
@attribute NRC-Hash-Emo-joy numeric
@attribute NRC-Hash-Emo-sadness numeric
@attribute NRC-Hash-Emo-surprise numeric
@attribute NRC-Hash-Emo-trust numeric
@attribute SentiWordnet-posScore numeric
@attribute SentiWordnet-negScore numeric
@attribute Emoticons-posScore numeric
@attribute Emoticons-negScore numeric
@attribute Negation-negationCount numeric
@attribute SentiStrength-posScore numeric
@attribute SentiStrength-negScore numeric
@attribute anger_cnn numeric
@attribute fear_cnn numeric
@attribute joy_cnn numeric
@attribute sadness_cnn numeric

@data
0.618193,0.292,0,1,0,1,0,-4,0.098,-2.614,0,-1.905,0,0,0,0,0,0,0,0,1,0,0.358485,0.302942,0.132934,0.279237,0.140155,0.196546,0.143796,0.212541,1.305719,0.540364,0.578119,0,0.540069,0.216551,0,0,0,0.325679,0.194923,-0.304167,0,0,0,1,-1,0.380583,0.487553,0.246208,0.64311
0.292851,0.292,1,0,1,0,2,-1,3.919,-2.965,4.218,-1.799,1,1,1,0,1,1,1,1,1,1,0.788693,0.8236,0.47127,0.597591,1.678005,0.424316,0.495704,1.206377,2.581473,2.607622,0.990338,0.181706,1.235926,0,0.831317,0.786238,0.00592,1.370467,0.549702,-0.8125,3,0,1,3,-1,0.370826,0.287684,0.527948,0.372472
0.578024,0.492,1,5,0,4,0,-2,3.272,-5.862,4.163,-1.639,2,0,1,1,0,3,0,2,4,0,0.818903,0.680629,0.775225,0.784195,0.463275,0.247797,0.313848,0.673174,2.839184,1.435819,0.259541,0.139854,0.010431,2.274383,0.996544,3.775108,0.051586,0.903952,0.585863,-3.114583,0,0,0,1,-4,0.212856,0.810522,0.401524,0.555111
0.501595,0.458,0,2,0,2,0,-4,2.438,-3.403,1.304,-10.06,1,0,2,2,0,2,0,1,2,0,1.174742,0.519561,0.795143,1.036036,0.567491,0.926165,0.26953,1.125113,3.397316,2.092504,0.939096,1.507777,1.31633,0.068298,0.404695,0.117649,0.513379,1.091996,0.2625,-0.979167,0,0,1,2,-2,0.502346,0.437619,0.217993,0.525053
0.418117,0.083,1,1,1,1,4,-2,1.78,-2.96,3.193,-0.961,0,0,0,0,1,1,0,0,1,1,0.537638,0.496356,0.581985,0.594155,0.761982,0.538038,0.337324,0.551419,2.651412,1.440489,0.276569,0.500734,0.21626,0.472727,1.418711,1.119683,0.213214,0.336303,1.65493,-0.689998,0,0,1,3,-2,0.421272,0.485538,0.441834,0.441199
0.343851,0.188,1,0,1,0,0,0,1.267,-2.077,3.879,-1.64,0,1,0,0,0,0,0,0,0,0,1.00139,0.950385,0.456138,0.953633,0.972869,0.924299,0.753754,0.978018,3.27371,2.296037,0.296181,1.501606,0.5384,1.22062,2.182969,2.151481,0.45508,0.166457,0.727827,-0.0625,0,0,0,2,-1,0.352621,0.311057,0.505932,0.377234
0.713191,0.646,0,5,0,5,0,-8,2.58,-10.661,2.116,-7.87,1,2,0,1,1,2,1,1,2,1,2.386269,1.086372,1.97335,2.711006,0.561359,2.363097,0.654806,0.882957,7.188591,1.873757,0.408004,0.931448,0.372608,5.579659,0.396781,2.830635,1.438496,0.724071,0.299368,-2.769954,0,0,0,2,-4,0.523072,0.829864,0.328194,0.598239
0.542121,0.667,0,1,0,1,0,-2,0.411,-1.185,0.836,-1.941,1,1,1,1,0,1,0,0,1,0,0.131934,0.059908,0.219007,0.201654,0.051244,0.09813,0.070205,0.093865,0.735855,0.200648,0,0.220347,1.042526,0.217353,0.348808,0.773663,0.113727,0,0,-1.001786,0,0,0,1,-3,0.397583,0.511572,0.361106,0.538006
0.369935,0.562,2,2,2,1,7,-2,5.863,-2.178,4.75,-3.088,3,2,0,2,1,1,1,1,3,2,0.895572,0.817102,0.561977,0.865118,0.59295,0.360005,0.746736,0.843818,2.965936,1.892076,0.94603,0.473025,1.238884,1.093411,1.114402,0.256299,2.122388,1.485506,4.406541,-1.169925,0,0,0,2,-3,0.395102,0.346482,0.42671,0.442335
0.470537,0.396,0,1,0,0,0,0,1.64,-1.051,0,-2.685,0,0,0,0,0,0,0,0,0,0,0.921916,0.499656,0.393803,0.746641,0.420102,0.312761,0.553955,0.680715,2.196997,1.274172,0.358434,0.340358,0.185503,0,0,0,0.228636,0.172968,0.043651,-0.34256,0,0,0,1,-2,0.36377,0.410662,0.465428,0.509057
0.695782,0.75,0,1,0,1,0,-3,0.742,-0.692,0.174,-2.097,1,1,1,1,0,1,0,0,1,0,0.0366,0.126568,0.024457,0.045496,0.078504,0.00848,0.044545,0.135588,0.164849,0.521362,0.295737,0.061206,0.230911,0.053112,1.31343,1.89034,0.012617,0,0.44375,-0.25,0,0,0,1,-4,0.496605,0.69794,0.368249,0.688287
0.383243,0.208,1,0,2,0,3,0,2.428,-1.164,2.801,-0.467,0,1,0,0,1,0,1,1,0,1,0.555815,0.951937,0.48404,0.497401,0.609129,0.280615,0.335376,0.807499,1.982365,1.988658,0.406364,2.294458,0.054813,1.251472,2.596813,0,1.424973,0.203427,2.926886,-0.039063,0,0,0,2,-1,0.354895,0.463891,0.603873,0.38795
0.647315,0.854,0,6,0,6,1,-13,2.343,-11.323,4.226,-6.38,4,2,2,3,1,5,1,2,6,1,1.105211,0.92672,1.347753,1.20697,0.891681,0.875227,0.440201,0.94872,4.072865,2.615822,1.889657,0.749402,2.008095,3.181798,1.562615,3.260777,0.294153,0.166457,0.266369,-4.310417,0,0,0,1,-4,0.437717,0.723664,0.488479,0.666431
0.519112,0.418,0,0,0,0,0,0,0.797,-0.07,0.489,-3.436,0,0,0,0,0,0,0,0,0,1,0.55662,0.333397,0.402704,0.50352,0.228656,0.195587,0.229344,0.46685,1.408764,0.723414,0.121583,0.090897,0.088092,0.420477,0.07577,1.236793,0,0.360225,0,0,0,0,0,2,-1,0.360043,0.46626,0.318892,0.543762
0.491653,0.5,1,1,1,1,1,-1,1.633,-2.166,5.958,-1.118,0,0,0,0,0,0,0,0,0,0,0.479242,0.346383,0.312831,0.501763,0.168069,0.263277,0.123075,0.397276,2.215716,1.185264,0.132948,0.62804,0,1.543194,1.977064,2.339305,0.875954,4.188853,0.582554,-0.920238,0,0,0,2,-1,0.361195,0.499549,0.414739,0.476312
0.524344,0.417,1,1,1,1,1,-1,1.633,-2.166,5.614,-1.118,0,0,0,0,0,0,0,0,0,0,0.479242,0.346383,0.312831,0.501763,0.168069,0.263277,0.123075,0.397276,2.215716,1.185264,0.132948,0,0,1.543194,0.645028,2.339305,0.875954,4.188853,0.582554,-0.920238,0,0,0,2,-1,0.36937,0.498398,0.418663,0.501283
0.682758,0.75,0,0,0,0,0,0,1.636,-1.548,2.609,-3.943,0,1,0,1,0,0,0,1,0,0,0.595011,0.534929,0.582005,0.558851,0.461962,0.317262,0.376713,0.693988,2.530838,1.594529,0.28143,0.908832,0.176888,1.81373,0.311078,1.432595,1.530318,0.166457,0.454451,-0.041667,0,0,1,1,-4,0.430667,0.558487,0.337658,0.787828
0.371536,0.542,0,1,0,1,0,-2,1.72,-2.412,0.573,-2.656,0,1,0,0,0,1,0,0,1,0,0.526525,0.702573,0.412893,0.363249,0.491411,0.248117,0.401353,0.648237,2.816205,1.598552,0.350457,1.999137,0.088796,0.116215,0.251506,0.86891,1.6725,0.565258,0.212257,-0.252498,0,0,0,1,-2,0.322021,0.418115,0.274294,0.380543
0.540501,0.25,3,1,2,1,3,-3,2.753,-4.879,2.344,-7.055,0,0,0,0,1,1,0,0,1,1,1.199715,0.626672,0.929461,1.009719,0.39228,0.464638,0.480455,0.751808,4.026349,1.388711,1.599821,0.627012,1.343317,0.854133,0.720577,1.335067,0.505125,0.504571,2.594246,-1.417609,0,0,0,3,-1,0.528599,0.423055,0.474596,0.598297
0.347697,0.25,1,2,1,1,2,0,2.241,-0.401,1.275,-0.509,0,0,0,0,0,0,0,0,0,0,0.852896,0.504477,0.800278,0.824018,0.513237,0.311893,0.434288,0.735692,3.060108,1.466011,0.353125,0.107045,0.487903,0.117576,0.099135,0.201402,0.757399,0.479436,0.852083,-0.104167,0,0,0,2,-1,0.400615,0.393104,0.343644,0.352536
0.628983,0.667,0,0,0,0,0,0,1.916,-2.81,2.089,-4.708,0,0,0,0,0,0,0,0,0,0,0.807773,0.338458,0.969559,0.750157,0.231336,0.618341,0.218568,0.453875,3.203666,1.012321,0.673164,0.544507,0.751621,0,0,2.977747,1.638,0.721135,0.041667,-0.1375,0,0,1,1,-4,0.40484,0.572805,0.338369,0.662587
0.419074,0.5,2,1,0,1,0,0,2.049,-5.189,2.009,-3.602,0,1,0,1,0,1,0,0,1,1,1.079892,1.195714,0.708808,1.011816,0.634641,0.823062,0.563768,1.183001,4.987312,2.672172,1.294906,0.649019,0.699409,1.902484,0.667449,0.036737,0.504111,1.036361,1.442059,-0.53125,0,0,1,1,-1,0.559965,0.511329,0.415804,0.414418
0.320452,0.226,1,1,1,1,3,0,3.979,-1.299,2.439,-2.245,0,0,0,1,0,1,0,0,1,0,0.836022,1.019293,0.533988,0.69579,1.288306,0.349538,0.529514,1.131127,2.491691,3.308262,0.186444,0.242751,0.11242,0.863895,0.582687,0.030216,0.673312,0.602166,1.25625,-0.116071,0,0,1,2,-1,0.471034,0.335748,0.454779,0.355962
0.66524,0.729,0,1,0,0,0,-2,2.987,-6.291,2.024,-7.191,0,0,0,2,0,0,0,2,1,2,1.115108,0.606233,0.882946,1.055982,0.581236,0.89434,0.209442,1.383048,2.93144,1.999304,1.024349,1.354025,1.250608,1.471383,1.746163,2.21694,0.76687,0.983918,0.208333,-0.133333,0,0,0,1,-4,0.557982,0.472715,0.241217,0.732958
0.449546,0.583,0,1,0,0,0,-2,2.987,-1.292,2.024,-3.061,0,0,0,2,0,0,0,2,1,2,0.743185,0.597472,0.350393,0.819178,0.580698,0.308517,0.199377,1.381114,1.954252,1.996946,1.024349,1.354025,1.250608,1.471383,1.746163,0,0.76687,0.983918,0.208333,-0.133333,0,0,0,1,-3,0.52104,0.413898,0.279669,0.547373
0.704516,0.812,0,1,0,2,0,-6,1.963,-13.142,2.142,-12.124,1,1,1,2,0,1,0,1,1,0,2.414907,1.026875,1.965903,2.361714,1.065621,2.250063,0.652495,1.168819,7.150421,2.477521,1.35058,0.979499,2.67961,1.30081,0.966345,3.455409,1.033663,0.00966,0.508929,-2.436746,0,0,1,1,-4,0.538567,0.653629,0.205345,0.662373
0.451859,0.688,0,1,0,2,0,-6,1.963,-8.143,2.142,-7.994,1,1,1,2,0,1,0,1,1,0,2.042984,1.018114,1.433349,2.12491,1.065083,1.664239,0.642429,1.166886,6.173232,2.475163,1.35058,0.979499,2.67961,1.30081,0.966345,1.238469,1.033663,0.00966,0.508929,-2.436746,0,0,1,1,-4,0.428504,0.582654,0.266485,0.420416
0.466451,0.312,0,3,0,2,2,-3,0.867,-2.093,1.264,-1.543,0,0,0,0,1,0,0,1,1,1,0.484025,0.403352,0.445207,0.365732,0.267519,0.564495,0.232392,0.258482,2.919941,0.864929,1.103424,1.364135,0.083348,0.810957,2.458835,0,1.784768,0,0.330556,-0.80625,0,0,0,2,-1,0.338522,0.553539,0.537812,0.472743
0.370107,0.229,0,1,0,0,0,0,2.093,-2.701,7.731,-3.522,0,0,0,0,0,0,0,0,0,1,0.771031,0.787199,0.491635,0.65182,0.796324,0.459123,0.43289,1.006749,3.04636,2.225681,1.085723,0.058946,0.361285,0,4.684007,0.159833,0.646205,1.03373,0.25,0,0,0,1,3,-1,0.258079,0.310824,0.39499,0.481676
0.455783,0.25,1,0,0,1,1,0,1.849,-2.876,2.855,-3.41,0,1,0,0,0,0,0,0,0,0,0.886358,0.503601,1.296575,1.085595,0.544784,0.551826,0.305513,0.444625,3.195991,1.377445,0.549425,0.897662,1.541003,0.948173,0.708464,0.256299,0.251406,0,1.33618,-0.281845,0,0,0,1,-1,0.410979,0.461425,0.46547,0.446186
0.650743,0.75,0,2,0,1,0,-2,1.428,-10.817,4.37,-5.693,0,0,0,0,2,0,0,2,1,2,1.621845,0.99646,1.197627,1.129151,0.621057,1.365917,0.535839,0.853452,4.851473,2.423567,1.609494,0.538982,1.486897,0.430907,1.265518,2.321814,0.70982,0.113868,0.166667,-3.182143,0,0,0,1,-4,0.501332,0.489768,0.391949,0.628994
0.403106,0.438,0,2,0,1,0,-2,1.428,-5.818,4.37,-1.563,0,0,0,0,2,0,0,2,1,2,1.249922,0.987699,0.665074,0.892347,0.620519,0.780094,0.525774,0.851519,3.874285,2.421209,1.609494,0.538982,1.486897,0.430907,1.265518,0.104874,0.70982,0.113868,0.166667,-3.182143,0,0,0,1,-2,0.423451,0.405846,0.604272,0.407321
0.492209,0.812,2,1,0,1,1,-7,3.571,-10.437,1.095,-7.742,1,0,1,0,0,2,0,0,2,0,1.779893,1.383799,1.291886,1.799703,1.557404,1.924796,1.100479,2.038261,6.332335,4.106806,1.647088,0,0.921808,0.34253,1.787584,3.423859,0.577118,1.993595,1.73488,-2.386364,0,0,2,2,-4,0.410295,0.48983,0.21765,0.494649
0.319853,0.375,3,1,1,1,5,-2,4.17,-2.258,2.363,-3.302,0,3,0,1,3,1,2,3,1,4,0.914044,0.828915,0.905906,0.87646,0.631959,0.37644,0.6992,0.768749,3.531758,1.717494,0.37506,0.695455,2.143919,0.830205,0.344825,0,1.821891,0.099925,4.142337,-0.019634,0,0,2,3,-1,0.428445,0.43592,0.379412,0.367414
0.5121,0.542,2,1,1,1,0,-3,2.082,-3.035,1.802,-6.352,1,1,1,1,0,1,0,0,1,0,1.157552,0.702569,1.042009,1.141282,0.496126,0.505858,0.603799,1.113623,4.745424,1.939607,0.466165,1.049813,0.295312,0.733507,0.610139,0,0.735761,0.271222,1.143371,-1,0,0,0,1,-4,0.548487,0.419043,0.358439,0.539605
0.443778,0.438,0,0,0,0,0,-1,1.834,-2.682,2.207,-0.95,1,1,1,1,0,1,0,0,1,0,0.226445,0.683653,0.128665,0.23419,0.893029,0.165932,0.30071,0.762668,0.9047,1.884169,0.147774,0.638547,0.828639,0.591669,0.648997,0.988876,0.106243,0.386751,0.359375,-0.0625,0,0,0,1,-1,0.397133,0.402444,0.514356,0.474785
0.474296,0.458,0,2,0,2,1,-3,3.637,-2.76,0.141,-7.188,0,0,1,1,0,1,0,1,1,0,1.002774,0.635195,1.564044,1.250605,0.754959,0.899306,0.586588,1.106025,3.992428,2.266335,0.704447,0.043601,1.944826,0.515612,1.657458,0,0.403965,1.311039,0.443213,-2.270833,0,0,0,1,-3,0.47156,0.462422,0.538966,0.394441
0.704215,0.833,1,5,0,6,1,-10,3.658,-9.433,3.957,-6.094,4,4,2,4,1,4,2,2,7,1,1.404537,0.806044,0.47258,1.327902,0.647025,0.677568,0.415394,1.546142,3.186079,2.833346,0.697889,0.221229,0.998587,5.206304,1.514107,2.218527,0.102784,0,0.42409,-2.711607,0,0,0,1,-4,0.456999,0.894742,0.197862,0.748694
0.385476,0.229,1,0,0,1,0,0,1.193,-2.649,2.326,-3.253,0,0,0,0,0,0,0,0,0,0,0.818099,0.72465,0.713064,0.822825,0.473143,0.433661,0.481237,0.920923,3.840386,2.108827,0.806047,0.530745,1.73763,1.372435,0,0,1.750489,0.110364,0.531287,-0.354167,0,0,0,1,-1,0.49876,0.464971,0.180251,0.362746
0.683156,0.542,2,2,1,1,3,0,2.523,-7.585,3.281,-4.729,0,1,0,1,1,1,1,2,1,2,0.902234,0.776942,0.699154,0.716249,0.427326,0.554138,0.301186,0.575931,3.794809,1.76228,0.719003,0.163399,0.05784,2.081508,1.069146,2.411872,1.139211,0.600795,3.631961,-0.685417,0,0,1,2,-4,0.457812,0.726634,0.34217,0.630003
0.689577,0.896,0,0,0,0,0,0,0.452,-1.782,2.818,-1.984,0,0,0,0,0,0,0,0,0,0,0.597808,0.492014,0.236019,0.609652,0.729277,0.42647,0.275532,0.482631,1.929912,0.961918,0.047555,0,0,0.208984,1.477042,5.58733,0.441157,0.454167,0.104167,-0.125,0,0,0,1,-4,0.373507,0.536898,0.374646,0.732761
0.337583,0.208,2,2,1,1,2,0,2.869,-1.822,1.838,-1.9,0,0,0,0,0,0,1,0,1,0,0.869065,0.754842,0.490597,0.792678,0.546857,0.34546,0.336376,0.477441,2.602665,1.648235,0.360293,1.419967,0.13069,0.63582,0.243859,0.117649,0.490965,0.086563,2.56875,-0.626404,0,0,0,2,-2,0.41326,0.286842,0.417094,0.334042
0.589326,0.771,0,3,0,3,0,-5,1.024,-5.157,2.797,-4.314,1,1,1,1,0,1,1,1,3,2,0.808032,0.728528,0.666867,0.631058,0.376082,0.276012,0.293238,0.427085,3.230305,1.423397,1.98348,0.823508,0.390764,1.67283,0.596602,0,0.00592,0,0.611887,-0.644756,0,0,0,1,-3,0.611696,0.453625,0.408809,0.596672
0.476811,0.229,1,0,1,0,0,0,1.843,-0.22,2.371,-2.638,0,0,1,0,0,0,0,0,1,0,0.43748,0.223956,0.353656,0.451182,0.102222,0.289654,0.17129,0.118155,1.656413,0.286974,0.211724,0.264825,0.259009,0.420477,0.385335,0.834288,1.177602,0,0.075,-0.083333,0,0,0,1,-1,0.351615,0.398814,0.312364,0.475128
0.52813,0.625,0,1,1,1,2,-6,2,-7.069,1.13,-6.226,0,0,0,1,0,0,0,0,1,1,1.51986,0.793857,1.102662,1.241879,0.580125,1.425299,0.500147,0.781391,4.459648,1.705821,1.288514,1.354607,1.611178,0.342516,0,1.545469,1.472548,0.166457,1.31553,-0.645833,0,0,1,3,-5,0.515915,0.401807,0.333382,0.530128
0.460294,0.542,0,1,0,1,0,0,1.983,-3.19,6.398,-0.755,0,0,0,0,0,0,0,0,0,0,1.284809,0.865034,0.656614,1.034997,0.655551,1.031195,0.415222,0.83158,3.186272,1.630928,0.091988,0.417388,0,1.044749,1.975067,0.652851,1.468448,0.00966,0.0625,-0.3125,0,0,0,1,-1,0.399875,0.366964,0.363996,0.504237
